COD_CF_Fornitore,Data_documento,ID_documento,Descrizione,Codice_articolo,Codice_variante,Codice_categoria,Unita_misura,Quantita_um,Prezzo_netto_vu,importo
3493,2021-07-30,2021-BADDV-0001455,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3322,10.30.40.10.50,MQ,5.53,35.96745,198.9
3493,2021-07-30,2021-BADDV-0001455,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2744,10.30.40.10.50,MQ,0.51,35.96078,18.34
3493,2021-07-30,2021-BADDV-0001455,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3290,10.30.40.10.50,MQ,7.01,35.96755,252.23
3493,2021-07-30,2021-BADDV-0001455,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3325,10.30.40.10.50,MQ,3.44,35.96802,123.73
3493,2021-07-30,2021-BADDV-0001455,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3325,10.30.40.10.50,MQ,3.44,35.96802,123.73
3493,2021-07-30,2021-BADDV-0001455,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3326,10.30.40.10.50,MQ,3.3,35.96667,118.69
3493,2021-07-30,2021-BADDV-0001455,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3327,10.30.40.10.50,MQ,11.28,35.9672,405.71
3493,2021-07-30,2021-BADDV-0001455,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3328,10.30.40.10.50,MQ,3.29,35.96657,118.33
3493,2021-07-30,2021-BADDV-0001455,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3329,10.30.40.10.50,MQ,1.41,35.96454,50.71
3493,2021-07-30,2021-BADDV-0001455,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3330,10.30.40.10.50,MQ,1.69,35.97041,60.79
3493,2021-07-30,2021-BADDV-0001455,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3331,10.30.40.10.50,MQ,2.26,35.96903,81.29
3493,2021-07-30,2021-BADDV-0001455,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3332,10.30.40.10.50,MQ,1.04,35.97115,37.41
3493,2021-07-30,2021-BADDV-0001455,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3333,10.30.40.10.50,MQ,14.64,35.9679,526.57
3493,2021-07-30,2021-BADDV-0001455,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3334,10.30.40.10.50,MQ,1.09,35.9633,39.2
3493,2021-07-30,2021-BADDV-0001455,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3335,10.30.40.10.50,MQ,1.73,35.96532,62.22
3493,2021-07-30,2021-BADDV-0001455,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3336,10.30.40.10.50,MQ,1.73,35.96532,62.22
3493,2021-07-30,2021-BADDV-0001455,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3337,10.30.40.10.50,MQ,17.04,35.96772,612.89
3493,2021-07-30,2021-BADDV-0001455,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2816,10.30.40.10.50,MQ,1.18,35.9661,42.44
3493,2021-07-30,2021-BADDV-0001455,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2817,10.30.40.10.50,MQ,1.28,35.96869,46.05
3493,2021-07-30,2021-BADDV-0001455,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3042,10.30.40.10.50,MQ,4.42,35.96834,158.92
3493,2021-07-30,2021-BADDV-0001455,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3043,10.30.40.10.50,MQ,13.99,35.96737,503.2
3493,2021-07-30,2021-BADDV-0001455,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3315,10.30.40.10.50,MQ,5.59,35.96826,201.05
3493,2021-07-30,2021-BADDV-0001455,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3316,10.30.40.10.50,MQ,52.51,35.96767,1888.78
3493,2021-07-30,2021-BADDV-0001455,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2944,10.30.40.10.50,MQ,5.69,35.96772,204.77
3493,2021-07-30,2021-BADDV-0001455,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3148,10.30.40.10.50,MQ,23.38,35.96773,841.0
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2681,10.30.40.10.50,MQ,5.7,35.96845,205.15
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2686,10.30.40.10.50,MQ,2.21,35.96833,79.49
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2687,10.30.40.10.50,MQ,7.01,35.96719,252.13
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2689,10.30.40.10.50,MQ,1.18,35.96788,42.6
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2691,10.30.40.10.50,MQ,1.28,35.96517,46.13
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2820,10.30.40.10.50,MQ,2.21,35.96833,79.49
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2821,10.30.40.10.50,MQ,7.0,35.96714,251.77
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2834,10.30.40.10.50,MQ,2.79,35.96774,100.35
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3008,10.30.40.10.50,MQ,26.23,35.96759,943.43
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3147,10.30.40.10.50,MQ,2.8,35.96786,100.71
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3148,10.30.40.10.50,MQ,26.3,35.96768,945.95
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2745,10.30.40.10.50,MQ,1.19,35.96639,42.8
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2836,10.30.40.10.50,MQ,1.28,35.96875,46.04
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3287,10.30.40.10.50,MQ,2.96,35.96622,106.46
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3288,10.30.40.10.50,MQ,27.75,35.96757,998.1
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3289,10.30.40.10.50,MQ,2.21,35.96833,79.49
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3290,10.30.40.10.50,MQ,7.01,35.96719,252.13
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3291,10.30.40.10.50,MQ,2.21,35.96833,79.49
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3292,10.30.40.10.50,MQ,7.0,35.96714,251.77
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3293,10.30.40.10.50,MQ,2.97,35.96633,106.82
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3294,10.30.40.10.50,MQ,27.8,35.96764,1000.01
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2694,10.30.40.10.50,MQ,1.8,35.96667,64.74
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3295,10.30.40.10.50,MQ,10.0,35.968,359.68
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2793,10.30.40.10.50,MQ,0.57,35.96491,20.5
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2794,10.30.40.10.50,MQ,0.69,35.97101,24.82
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2816,10.30.40.10.50,MQ,1.18,35.96623,42.52
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2817,10.30.40.10.50,MQ,1.28,35.96869,46.05
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2851,10.30.40.10.50,MQ,1.04,35.97115,37.41
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2878,10.30.40.10.50,MQ,3.99,35.96703,143.63
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2882,10.30.40.10.50,MQ,1.93,35.96891,69.42
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2883,10.30.40.10.50,MQ,2.06,35.96678,73.97
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3296,10.30.40.10.50,MQ,2.86,35.96853,102.87
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3298,10.30.40.10.50,MQ,2.98,35.96621,107.28
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3299,10.30.40.10.50,MQ,3.14,35.96852,112.98
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3300,10.30.40.10.50,MQ,0.54,35.96296,19.42
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3301,10.30.40.10.50,MQ,0.67,35.97015,24.1
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3304,10.30.40.10.50,MQ,3.02,35.96689,108.62
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3305,10.30.40.10.50,MQ,3.2,35.96875,115.1
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3307,10.30.40.10.50,MQ,1.74,35.96552,62.58
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3308,10.30.40.10.50,MQ,1.79,35.96648,64.38
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3309,10.30.40.10.50,MQ,3.19,35.96865,114.74
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3310,10.30.40.10.50,MQ,3.24,35.96798,116.61
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3311,10.30.40.10.50,MQ,2.35,35.96596,84.52
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3312,10.30.40.10.50,MQ,0.79,35.96203,28.41
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3339,10.30.40.10.50,MQ,1.93,35.96891,69.42
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3340,10.30.40.10.50,MQ,2.05,35.96585,73.73
3493,2021-07-30,2021-BADDV-0001456,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2724,10.30.40.10.50,MQ,5.71,35.96673,205.37
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2689,10.30.40.10.50,MQ,1.18,35.9661,42.44
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2691,10.30.40.10.50,MQ,1.28,35.96517,46.13
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3135,10.30.40.10.50,MQ,2.7,35.96667,97.11
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3143,10.30.40.10.50,MQ,13.46,35.96731,484.12
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3259,10.30.40.10.50,MQ,1.35,35.97037,48.56
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3260,10.30.40.10.50,MQ,1.47,35.96599,52.87
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3261,10.30.40.10.50,MQ,8.89,35.96738,319.75
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3262,10.30.40.10.50,MQ,14.41,35.96738,518.29
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3263,10.30.40.10.50,MQ,0.54,35.96296,19.42
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3264,10.30.40.10.50,MQ,0.66,35.9697,23.74
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2816,10.30.40.10.50,MQ,1.18,35.9661,42.44
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2817,10.30.40.10.50,MQ,1.28,35.96875,46.04
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2896,10.30.40.10.50,MQ,2.84,35.96831,102.15
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2932,10.30.40.10.50,MQ,0.5,35.96,17.98
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2944,10.30.40.10.50,MQ,5.69,35.96837,204.66
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2947,10.30.40.10.50,MQ,5.6,35.96786,201.42
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2962,10.30.40.10.50,MQ,2.2,35.96818,79.13
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2963,10.30.40.10.50,MQ,6.98,35.96705,251.05
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2988,10.30.40.10.50,MQ,3.01,35.96678,108.26
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2990,10.30.40.10.50,MQ,0.5,35.96,17.98
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3024,10.30.40.10.50,MQ,2.79,35.96774,100.35
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3025,10.30.40.10.50,MQ,26.21,35.96757,942.71
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3028,10.30.40.10.50,MQ,2.2,35.96818,79.13
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3029,10.30.40.10.50,MQ,6.97,35.967,250.69
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3150,10.30.40.10.50,MQ,2.72,35.96691,97.83
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3151,10.30.40.10.50,MQ,14.22,35.96765,511.46
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3155,10.30.40.10.50,MQ,0.98,35.96939,35.25
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3156,10.30.40.10.50,MQ,1.1,35.96364,39.56
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3265,10.30.40.10.50,MQ,2.79,35.96774,100.35
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3266,10.30.40.10.50,MQ,26.18,35.96753,941.63
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3267,10.30.40.10.50,MQ,3.43,35.96793,123.37
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3268,10.30.40.10.50,MQ,3.13,35.96805,112.58
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3269,10.30.40.10.50,MQ,3.0,35.96667,107.9
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3270,10.30.40.10.50,MQ,3.12,35.96795,112.22
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3271,10.30.40.10.50,MQ,5.54,35.96751,199.26
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3272,10.30.40.10.50,MQ,3.43,35.96793,123.37
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3273,10.30.40.10.50,MQ,3.42,35.96784,123.01
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3274,10.30.40.10.50,MQ,2.82,35.96809,101.43
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3083,10.30.40.10.50,MQ,3.42,35.96784,123.01
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3096,10.30.40.10.50,MQ,3.31,35.96677,119.05
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3100,10.30.40.10.50,MQ,1.4,35.96429,50.35
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3104,10.30.40.10.50,MQ,1.03,35.97087,37.05
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3107,10.30.40.10.50,MQ,0.52,35.96154,18.7
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3275,10.30.40.10.50,MQ,3.05,35.96721,109.7
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3276,10.30.40.10.50,MQ,10.92,35.96795,392.77
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3277,10.30.40.10.50,MQ,2.84,35.96831,102.15
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3278,10.30.40.10.50,MQ,1.81,35.96685,65.1
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3279,10.30.40.10.50,MQ,2.41,35.9668,86.68
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3280,10.30.40.10.50,MQ,14.76,35.96748,530.88
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3281,10.30.40.10.50,MQ,1.15,35.96522,41.36
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3282,10.30.40.10.50,MQ,1.7,35.96471,61.14
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3283,10.30.40.10.50,MQ,1.63,35.96933,58.63
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3284,10.30.40.10.50,MQ,6.7,35.96716,240.98
3493,2021-07-30,2021-BADDV-0001457,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3285,10.30.40.10.50,MQ,16.92,35.96749,608.57
3493,2021-07-30,2021-BADDV-0001458,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3112,10.30.40.10.50,MQ,6.56,35.96836,236.01
3493,2021-07-30,2021-BADDV-0001458,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3216,10.30.40.10.50,MQ,11.49,35.9678,413.27
3493,2021-07-30,2021-BADDV-0001458,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3217,10.30.40.10.50,MQ,3.56,35.96629,128.04
3493,2021-07-30,2021-BADDV-0001458,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3219,10.30.40.10.50,MQ,2.06,35.96602,74.09
3493,2021-07-30,2021-BADDV-0001458,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3220,10.30.40.10.50,MQ,14.26,35.96774,512.9
3493,2021-07-30,2021-BADDV-0001458,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3224,10.30.40.10.50,MQ,4.79,35.9666,172.28
3493,2021-07-30,2021-BADDV-0001458,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2694,10.30.40.10.50,MQ,1.8,35.96667,64.74
3493,2021-07-30,2021-BADDV-0001458,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3245,10.30.40.10.50,MQ,10.64,35.96805,382.7
3493,2021-07-30,2021-BADDV-0001458,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2691,10.30.40.10.50,MQ,1.28,35.96875,46.04
3493,2021-07-30,2021-BADDV-0001458,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2843,10.30.40.10.50,MQ,0.47,35.95745,16.9
3493,2021-07-30,2021-BADDV-0001458,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3011,10.30.40.10.50,MQ,26.28,35.96766,945.23
3493,2021-07-30,2021-BADDV-0001458,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3246,10.30.40.10.50,MQ,2.8,35.96786,100.71
3493,2021-07-30,2021-BADDV-0001458,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3247,10.30.40.10.50,MQ,2.14,35.96729,76.97
3493,2021-07-30,2021-BADDV-0001458,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3248,10.30.40.10.50,MQ,6.8,35.96765,244.58
3493,2021-07-30,2021-BADDV-0001458,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3249,10.30.40.10.50,MQ,0.71,35.97183,25.54
3493,2021-07-30,2021-BADDV-0001458,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3250,10.30.40.10.50,MQ,28.44,35.96765,1022.92
3493,2021-07-30,2021-BADDV-0001458,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3251,10.30.40.10.50,MQ,2.48,35.96774,89.2
3493,2021-07-30,2021-BADDV-0001458,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3252,10.30.40.10.50,MQ,7.59,35.96706,272.99
3493,2021-07-30,2021-BADDV-0001458,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3253,10.30.40.10.50,MQ,3.05,35.96721,109.7
3493,2021-07-30,2021-BADDV-0001458,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3254,10.30.40.10.50,MQ,34.17,35.96752,1229.01
3493,2021-07-30,2021-BADDV-0001458,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3255,10.30.40.10.50,MQ,12.05,35.96763,433.41
3493,2021-07-30,2021-BADDV-0001458,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3256,10.30.40.10.50,MQ,30.38,35.96774,1092.7
3493,2021-07-30,2021-BADDV-0001458,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3257,10.30.40.10.50,MQ,12.13,35.96785,436.29
3493,2021-07-30,2021-BADDV-0001458,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2709,10.30.40.10.50,MQ,5.35,35.96822,192.43
3493,2021-07-30,2021-BADDV-0001458,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3258,10.30.40.10.50,MQ,33.96,35.96761,1221.46
3493,2021-07-30,2021-BADDV-0001458,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2681,10.30.40.10.50,MQ,5.7,35.96842,205.02
3493,2021-07-30,2021-BADDV-0001459,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2878,10.30.40.10.50,MQ,3.99,35.96742,143.51
3493,2021-07-30,2021-BADDV-0001459,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,2883,10.30.40.10.50,MQ,4.11,35.96837,147.83
3493,2021-07-30,2021-BADDV-0001459,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3294,10.30.40.10.50,MQ,3.09,35.96764,111.14
3493,2021-07-30,2021-BADDV-0001459,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3297,10.30.40.10.50,MQ,2.93,35.96928,105.39
3493,2021-07-30,2021-BADDV-0001459,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3298,10.30.40.10.50,MQ,2.98,35.96644,107.18
3493,2021-07-30,2021-BADDV-0001459,VETRO TRASPARENTE 66.1 ANTIRUMORE,090.VST66.SI,3299,10.30.40.10.50,MQ,12.56,35.96736,451.75
